ParasiteCorrectedName,Insect,GenusOnly,Commensal?,ZooScore,ConfidenceScore,XC ZooScore,XC CScore,XC Notes,XC WhoBy,XC Date,PGF ZooScore,PGF CScore,PGF notes,Non-GMPD,SearchStringGoog,Googlehits(As of 2/8/2017),SearchStringWOS,WOShits (As of 2/6/2017),Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF Citation,PGF more citations,Nematode
Rubulavirus Mumps ,,0,,0,1,0,1,,VR,42663,,,,0,Rubulavirus Mumps      ,1760,Rubulavirus Mumps      ,26,,Gideon,,VR,42663,,,,
Rubulavirus Parainfluenzavirus5 ,,3,,,,1,1,,VR,42663,,,,0,Rubulavirus Parainfluenzavirus5      ,393,Rubulavirus Parainfluenzavirus5      ,0,,"Rima et al., 2014",,VR,42663,,,,
Rubulavirus simian virus 5    ,,3,,,,1,1,,VR,42663,,,,0,Rubulavirus simian virus 5    ,1180,Rubulavirus simian virus 5    ,20,Presently called Parainfluenza virus 5,Gideon,,VR,42663,,,,
Ruminococcus gnavus ,,0,,,,0,2,,VR,42663,,,,0,Ruminococcus gnavus      ,1300,Ruminococcus gnavus      ,68,,"Hansen et al., 2013",,VR,42663,,,,
Ruminococcus hansenii ,,0,,,,0,3,,VR,42663,,,,0,Ruminococcus hansenii      ,499,Ruminococcus hansenii      ,10,,"Liu et al., 2008",,VR,42663,,,,
Rupicapra rupicapra gammaherpesvirus 1    ,,3,,,,-1,3,,VR,42663,,,,0,Rupicapra rupicapra gammaherpesvirus 1    ,143,Rupicapra rupicapra gammaherpesvirus 1    ,1,,"Ehlers et al., 2008",,VR,42663,,,,
Salmonella enterica subsp  arizonae   ,,0,,1,2,2,1,,VR,42663,2,1,"Subspecies of Salmonella enterica (above), so renamed as such.  Mahajan et al. 2003 report a fatal case of Salmonella enterica subsp. arizonae in a child.  The child's father was a snake charmer.  S. enterica subsp. arizonae is a common gut inhabitant of reptiles (usually snakes) and rarely infects humans but occasionally infects young infants and immunocompromised individuals with a history of intimate associations with reptiles.  Reptiiles and snakes are the natural reservoirs of S. enterica subsp. arizonae.  Also has caused outbreaks in turkeys and sheep. ""Reptiles are symptomless carriers of this pathogen and are probably infected through contaminated water, feed, or soil. Earlier findings indicate that these bacteria probably exist as commensal flora in the animal gut. Widespread contamination of the home environment and a significant number of cases occur due to pet reptiles.""  No indication of human-to-human transmission in literature although ""A carrier state is not uncommon, and a recurrence of S. enterica subsp. arizonae sepsis in immunocompromised patients after 1 year has been reported""",0,Salmonella enterica subsp  arizonae   ,13300,Salmonella enterica subsp  arizonae   ,44,,Mahajan et al. 2003,,VR,42663,,,,
Salmonella enterica subsp  enterica   ,,0,,1,2,3,2,,VR,42663,3,2,"GIDEON: Many serovars of Salmonella.  Salmonella enterica divided into six subspecies, S. enterica subsp enterica, salamae, arizonae, diarizonae, houtenae, and indica.  Because Salmonella arizonae is in the database, will see if I can limit this to S. enterica subsp enterica if there's enough information.  Using GIDEON's breakdown, Salmonella enterica subsp. enterica includes Salmonella enterica subsp. enterica serovar enteritidis, typhimurium, infantis, hadar, choleraesuis, and others.  Hendriksen et al. 2004: pig, calf, and child on farm in Netherlands infectived with Salmonella enterica serovar thyphimurium (which GIDEON classifies as part of subsp. enterica).  The isolates were indistinguishable, suggesting nonfoodborne animal-to-animal and animal-to-human transmission.  Most human cases are foodborne although infection can also occur via contact with animals, contaminated water, or the environment. ""Because the boy had free access to the stables, we assume that he was infected by direct or indirect contact with animals. The boy was not likely to have been infected with this particular DT104A variant by any other route because this is an uncommon phage type. Transmission of Salmonella spp. by direct contact with animals has been reported before (3–9). Close contact with farm animals is a risk factor for S. Typhimurium DT104 infections (8,9).""  However, human-to-human transmission is described as a possibility via touhing after inadequate handwashing, wearing inadequately disinfected footwear, or wearing working clothes indoors.  Stevens et al. 2009 review article: The importance of food-producing animals as reservoirs of non-typhoidal serovars affecting humans is well established.  The pandemic of S. Enteritidis (which GIDEON considers to be a serovar of subsp. enterica) lasting over two decades to the present is primarily associated with poultry meat and eggs.  A UK-wide survey in 2005 indicated that 4% of chicken on retail sale were contaminated with Salmonella.  Serovar Typhimurium is highly prevalent in pig production and poses a threat of zoonotic transmission.  Acha, vol 1, pg. 236: With the exception of S. typhi and that paratyphoid serotypes, which are human-specific, all other infections caused by Salmonella may be considered zoonoses.  This is clearly at least a 2, but trying to determine if there is documented human-to-human transmission...it gets messy because of the nomenclature and the amount of literature out there.  Acha says that convalescent carrier may shed bacteria for several weeks and, sometimes, months.  Acha says there is human-to-human transmission via fecal-oral route, especially in hospitals. Olsen et al. 2001: Outbreak of Salmonella enterica serotype Schwarzengrund (this is subsp. enterica) in hospital.  Brought back by someone from thei Philippines and infected multiple people in the hospital over several years (bacteria persisted on equipment, mattresses, etc.).  ""This outbreak was unusual because it occurred in medical facilities and involved person-to-person transmission"" So while I can't say that the original infection was acquired zoonotically, this serovar of S. enterica subsp. enterica has human-to-human transmission and others have zoonotic transmission.  Does that make this a 3?",0,Salmonella enterica subsp  enterica   ,26100,Salmonella enterica subsp  enterica   ,835,found in a variety of animals,Gideon,Gideon,VR,42663,,Olsen et al. 2001,Hendriksen et al. 2004:,
Salmonella enterica subsp  enterica serovar Abortusovis ,,3,,,,0,2,,VR,42663,,,,0,Salmonella enterica subsp  enterica serovar Abortusovis ,614,Salmonella enterica subsp  enterica serovar Abortusovis ,3,,"Porwollik et al., 2004",,VR,42663,,,,
Salmonella bredeney ,,0,,,,0,2,,VR,42662,,,,0,Salmonella bredeney      ,2390,Salmonella bredeney      ,84,,"Baker et al., 1998",,VR,42662,,,,
Salmonella choleraesuis subsp Arizonae    ,,3,,,,1,1,,VR,42662,,,,0,Salmonella choleraesuis subsp Arizonae    ,13500,Salmonella choleraesuis subsp Arizonae    ,6,,"Mahajan et al., 2003",,VR,42662,,,,
Salmonella enterica ,,3,,,,0,1,,VR,42662,,,,0,Salmonella enterica      ,145000,Salmonella enterica      ,15383,,"Eriksson et al., 2003",,VR,42662,,,,
Salmonella infantis ,,0,,0,1,0,1,,VR,42662,,,,0,Salmonella infantis      ,15600,Salmonella infantis      ,572,,Wegener and Baggesen 1996,,VR,42662,,,,
Salmonella javiana ,,0,,0,1,0,2,,VR,42662,,,,0,Salmonella javiana      ,2060,Salmonella javiana      ,79,,"Mezal et al., 2013",,VR,42662,,,,
Salmonella muenster ,,0,,0,1,0,1,,VR,42662,,,,0,Salmonella muenster      ,5050,Salmonella muenster      ,61,,"Radke et al., 2002",,VR,42662,,,,
Salmonella oranienburg ,,0,,0,1,0,1,,VR,42662,,,,0,Salmonella oranienburg      ,4010,Salmonella oranienburg      ,93,,"Werber et al., 2005",,VR,42662,,,,
Salmonella panama ,,0,,0,1,0,1,,VR,42662,,,,0,Salmonella panama      ,7420,Salmonella panama      ,118,,"van Capelle et al., 1995",,VR,42662,,,,
Salmonella poona ,,0,,0,1,0,2,,VR,42662,,,,0,Salmonella poona      ,2930,Salmonella poona      ,94,,"Francis et al., 1991",,VR,42662,,,,
Salmonella sundsvall ,,0,,0,1,0,3,,VR,42662,,,,0,Salmonella sundsvall      ,193,Salmonella sundsvall      ,1,Associated with food borne infections; contaminated grapes,"Margot et al., 2013",,VR,42662,,,,
Sarcocystis capreolicanis ,,3,,,,-1,3,,VR,42662,,,,0,Sarcocystis capreolicanis      ,71,Sarcocystis capreolicanis      ,5,,Gjerde 2012,,VR,42662,,,,
Sarcocystis alces ,,0,,-1,3,-1,3,,VR,42662,,,,0,Sarcocystis alces      ,295,Sarcocystis alces      ,19,,Dahlgren and Gjerde 2010,,VR,42662,,,,
Sarcocystis alceslatrans ,,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis alceslatrans      ,40,Sarcocystis alceslatrans      ,4,,Dahlgren and Gjerde 2009,,VR,42662,,,,
Sarcocystis americana ,,0,,,,-1,2,,VR,42662,,,,0,Sarcocystis americana      ,624,Sarcocystis americana      ,4,,Foreyt 1989,,VR,42662,,,,
Sarcocystis arctosi ,,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis arctosi      ,2580,Sarcocystis arctosi      ,3,,"Dubey et al., 2007",,VR,42662,,,,
Sarcocystis arieticanis ,,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis arieticanis      ,274,Sarcocystis arieticanis      ,30,,"Dubey et al., 1988",,VR,42662,,,,
Sarcocystis axicuonis ,,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis axicuonis      ,4,Sarcocystis axicuonis      ,1,,"Jog et al., 2005",,VR,42662,,,,
Sarcocystis camelopardalis ,,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis camelopardalis      ,88,Sarcocystis camelopardalis      ,1,,"Bengis et al., 1998",,VR,42662,,,,
Sarcocystis capracanis ,,0,,0,1,-1,2,,VR,42662,,,,0,Sarcocystis capracanis      ,926,Sarcocystis capracanis      ,43,,"Morsy et al., 2011",,VR,42662,,,,
Sarcocystis cornaglia ,,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis cornaglia      ,33,Sarcocystis cornaglia      ,0,,"Lopez et al., 2003",,VR,42662,,,,
Sarcocystis danzani ,,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis danzani      ,4,Sarcocystis danzani      ,0,,"Odening et al., 1998",,VR,42662,,,,
Sarcocystis dubeyella ,,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis dubeyella      ,8,Sarcocystis dubeyella      ,1,,"Stolte et al., 1998",,VR,42662,,,,
Sarcocystis elegans ,,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis elegans      ,505,Sarcocystis elegans      ,0,,"Merino et al., 2008",,VR,42662,,,,
Sarcocystis felis ,,0,,0,1,-1,2,,VR,42662,,,,0,Sarcocystis felis      ,2060,Sarcocystis felis      ,56,,Gillis 2003,,VR,42662,,,,
Sarcocystis fusiformis ,,0,,0,1,-1,2,,VR,42662,,,,0,Sarcocystis fusiformis      ,739,Sarcocystis fusiformis      ,67,,Fayer and Johnson 1973,,VR,42662,,,,
Sarcocystis gazellae ,,0,,0,1,-1,2,,VR,42662,,,,0,Sarcocystis gazellae      ,221,Sarcocystis gazellae      ,1,,"Odening et al., 1998",,VR,42662,,,,
Sarcocystis giraffae ,,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis giraffae      ,131,Sarcocystis giraffae      ,1,,"Bengis et al., 1998",,VR,42662,,,,
Sarcocystis grueneri ,,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis grueneri      ,70,Sarcocystis grueneri      ,4,,Gjerde 1985,,VR,42662,,,,
Sarcocystis hardangeri ,,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis hardangeri      ,53,Sarcocystis hardangeri      ,10,,Gjerde 1985,,VR,42662,,,,
Sarcocystis hemioni ,,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis hemioni      ,13,Sarcocystis hemioni      ,0,,"Dubey et al., 1983",,VR,42662,,,,
Sarcocystis hemionilatrantis ,,0,,0,1,-1,3,,VR,42661,,,,0,Sarcocystis hemionilatrantis      ,71,Sarcocystis hemionilatrantis      ,5,,Hudkins and Kistner 1977,,VR,42661,,,,
Sarcocystis hofmanni ,,0,,0,1,-1,3,,VR,42661,,,,0,Sarcocystis hofmanni      ,52,Sarcocystis hofmanni      ,3,,"Lopez et al., 2003",,VR,42661,,,,
Sarcocystis hominis ,,0,,0,1,1,1,,VR,42661,,,,0,Sarcocystis hominis      ,2170,Sarcocystis hominis      ,62,,Gideon,Gideon,VR,42661,,,,
Sarcocystis kirkpatricki ,,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis kirkpatricki      ,326,Sarcocystis kirkpatricki      ,3,,"Snyder et al., 1990",,VR,42661,,,,
Sarcocystis klaseriensis ,,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis klaseriensis      ,9,Sarcocystis klaseriensis      ,1,,"Bengis et al., 1998",,VR,42661,,,,
Sarcocystis melampi ,,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis melampi      ,4,Sarcocystis melampi      ,1,,"Junker et al., 2015",,VR,42661,,,,
Sarcocystis mephitisi ,,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis mephitisi      ,16,Sarcocystis mephitisi      ,1,,"Dubey et al., 2002",,VR,42661,,,,
Sarcocystis mongolica ,,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis mongolica      ,9,Sarcocystis mongolica      ,0,,"Stolte et al., 1998",,VR,42661,,,,
Sarcocystis neurona ,,0,,0,1,-1,2,,VR,42661,,,,0,Sarcocystis neurona      ,2860,Sarcocystis neurona      ,555,,"Dubey et al., 1991",,VR,42661,,,,
Sarcocystis odocoileocanis ,,0,,0,1,-1,3,,VR,42661,,,,0,Sarcocystis odocoileocanis      ,35,Sarcocystis odocoileocanis      ,3,,"Lindsay et al., 1988",,VR,42661,,,,
Sarcocystis odoi ,,0,,0,1,-1,3,,VR,42661,,,,0,Sarcocystis odoi      ,30,Sarcocystis odoi      ,2,,"Lindsay et al., 1988",,VR,42661,,,,
Sarcocystis ovalis ,,0,,0,1,-1,2,,VR,42660,,,,0,Sarcocystis ovalis      ,105,Sarcocystis ovalis      ,5,,Gjerde and Dahlgren 2010,,VR,42660,,,,
Sarcocystis phacochoeri ,,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis phacochoeri      ,11,Sarcocystis phacochoeri      ,1,,"Stolte et al., 1998",,VR,42660,,,,
Sarcocystis scandinavica ,,0,,0,1,-1,3,,VR,42660,,,,0,Sarcocystis scandinavica      ,287,Sarcocystis scandinavica      ,1,,Dahlgren and Gjerde 2008,,VR,42660,,,,
Sarcocystis sebeki ,,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis sebeki      ,38,Sarcocystis sebeki      ,6,,Tadros and Laarman 1979,,VR,42660,,,,
Sarcocystis tarandivulpes ,,0,,0,1,-1,3,,VR,42660,,,,0,Sarcocystis tarandivulpes      ,50,Sarcocystis tarandivulpes      ,5,,Khan and Evans 2006,,VR,42660,,,,
Sarcocystis ursusi ,,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis ursusi      ,321,Sarcocystis ursusi      ,1,,"Dubey et al., 2008",,VR,42660,,,,
Sarcocystis woodhousei ,,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis woodhousei      ,48,Sarcocystis woodhousei      ,1,,"Odening et al., 1998",,VR,42660,,,,
Sarcocystis youngi ,,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis youngi      ,35,Sarcocystis youngi      ,0,,"Atkinson et al., 1993",,VR,42660,,,,
Sarcoptes scabiei ,,3,,,,1,1,,VR,42660,,,,0,Sarcoptes scabiei      ,12900,Sarcoptes scabiei      ,839,,Gideon,Gideon,VR,42660,,,,
Sarcocystis rangi ,,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis rangi      ,67,Sarcocystis rangi      ,5,,Khan and Evans 2006,,VR,42660,,,,
Sataria nelsoni ,,0,,,,-1,3,,VR,42660,,,,0,Sataria nelsoni      ,924,Sataria nelsoni      ,0,,NEED,,VR,42660,,,,
Scalopacarus obesus ,,0,,,,-1,3,,VR,42660,,,,0,Scalopacarus obesus      ,9,Scalopacarus obesus      ,0,,Whitaker and Schmeltz 1973,,VR,42660,,,,
Schistocephalus solidus ,,0,,,,-1,2,,VR,42660,,,,0,Schistocephalus solidus      ,2420,Schistocephalus solidus      ,252,,Barber and Scharsack 2009,,VR,42660,,,,
Schistosoma bovis ,,0,,0,1,1,2,,VR,42660,,,,0,Schistosoma bovis      ,10500,Schistosoma bovis      ,340,Human infection possible if S. bovis hybridizes with S. haematobium,"Makundi et al., 1998",NEED Reference for Human infection,VR,42660,,,,
Schistosoma haematobium ,,0,,0,1,3,1,,VR,42660,,,,0,Schistosoma haematobium      ,28200,Schistosoma haematobium      ,2381,through water--reservoir: Snail (Bulinus globosus)  Sheep   Goat   Cattle   Horse   Wild mammal,Gideon,Gideon,VR,42660,,,,
Schistosoma hippopotami ,,0,,0,1,-1,2,,VR,42660,,,,0,Schistosoma hippopotami      ,731,Schistosoma hippopotami      ,6,,"Morgan et al., 2003",,VR,42660,,,,
Schistosoma japonicum ,,0,,0,1,0,1,,VR,42660,,,,0,Schistosoma japonicum      ,35400,Schistosoma japonicum      ,2817,through water--reservoir: Snail (Bulinus globosus)  Sheep   Goat   Cattle   Horse   Wild mammal,Gideon,Gideon,VR,42660,,,,
Schistosoma mansoni ,,0,,0,1,3,1,,VR,42656,,,,0,Schistosoma mansoni      ,140000,Schistosoma mansoni      ,13745,through water--reservoir: Snail (Bulinus globosus)  Sheep   Goat   Cattle   Horse   Wild mammal,Gideon,Gideon,VR,42656,,,,
Schistosoma mattheei ,,0,,0,1,1,1,,VR,42656,,,,0,Schistosoma mattheei      ,7750,Schistosoma mattheei      ,111,,Gideon,Gideon,VR,42656,,,,
Schulzinema miroljubovi ,,0,,,,-1,3,,VR,42656,,,,0,Schulzinema miroljubovi      ,5,Schulzinema miroljubovi      ,1,,Lichtenfels and Pillitt 1984,,VR,42656,,,,
Serratia liquefaciens ,,0,,0,1,0,1,,VR,42655,,,,0,Serratia liquefaciens      ,11000,Serratia liquefaciens      ,447,found in plants and small mammals,Gideon,Gideon,VR,42655,,,,
Serratia marcescens ,,0,,?,?,0,1,,VR,42655,,,,0,Serratia marcescens      ,105000,Serratia marcescens      ,5847,Yu 2010,Gideon,Gideon,VR,42655,,,,
Setaria africana africana     ,,3,,,,-1,3,,VR,42655,,,,0,Setaria africana africana     ,3690,Setaria africana africana     ,4,Subsp. Of Setaria africana,"Watermeyer et al., 2000",,VR,42655,,,,
Setaria africana farchai     ,,3,,,,-1,3,,VR,42655,,,,0,Setaria africana farchai     ,1,Setaria africana farchai     ,1,Subsp. Of Setaria africana,"Watermeyer et al., 2000",,VR,42655,,,,
Setaria africana ,,0,,,,-1,3,,VR,42655,,,,0,Setaria africana      ,3690,Setaria africana      ,4,,"Watermeyer et al., 2000",,VR,42655,,,,
Setaria bicoronata ,,0,,,,-1,3,,VR,42655,,,,0,Setaria bicoronata      ,18,Setaria bicoronata      ,0,,"Watermeyer et al., 2013",,VR,42655,,,,
Setaria caelum ,,0,,,,-1,3,,VR,42655,,,,0,Setaria caelum      ,16,Setaria caelum      ,0,,"Boomker et al., 1987",,VR,42655,,,,
Setaria cervi ,,0,,,,-1,2,,VR,42655,,,,0,Setaria cervi      ,1820,Setaria cervi      ,173,,"Mishra et al., 2005",,VR,42655,,,,
Setaria congolensis ,,0,,,,-1,3,,VR,42655,,,,0,Setaria congolensis      ,127,Setaria congolensis      ,0,,"Palmieri et al., 1985",,VR,42655,,,,
Setaria cornuta ,,0,,,,-1,3,,VR,42655,,,,0,Setaria cornuta      ,810,Setaria cornuta      ,2,,"Boomker et al., 1991",,VR,42655,,,,
Setaria equina ,,0,,,,-1,3,,VR,42655,,,,0,Setaria equina      ,662,Setaria equina      ,21,,Marzok and Desouky 2009,,VR,42655,,,,
Setaria hombyi ,,0,,,,-1,3,,VR,42655,,,,0,Setaria hombyi      ,8,Setaria hombyi      ,0,,Gomes 2001,,VR,42655,,,,
Setaria labiatopapillosa ,,0,,,,-1,3,,VR,42655,,,,0,Setaria labiatopapillosa      ,407,Setaria labiatopapillosa      ,16,,"Singh et al., 2015",,VR,42655,,,,
Setaria nelsoni ,,0,,,,-1,3,,VR,42655,,,,0,Setaria nelsoni      ,6240,Setaria nelsoni      ,0,https://www.ncbi.nlm.nih.gov/pubmed/1020891,NEED,,VR,42655,,,,
Setaria saegeri ,,0,,,,-1,3,,VR,42655,,,,0,Setaria saegeri      ,13,Setaria saegeri      ,1,,"Watermeyer et al., 2003",,VR,42655,,,,
Setaria scalprum ,,0,,,,-1,3,,VR,42655,,,,0,Setaria scalprum      ,30,Setaria scalprum      ,1,,"Watermeyer et al., 2003",,VR,42655,,,,
Setaria thwaitei ,,0,,,,-1,3,,VR,42655,,,,0,Setaria thwaitei      ,10,Setaria thwaitei      ,1,,"Watermeyer et al., 2004",,VR,42655,,,,
Setaria tundra ,,0,,,,-1,3,,VR,42655,,,,0,Setaria tundra      ,982,Setaria tundra      ,26,,"Laakosen et al., 2009",,VR,42655,,,,
Setaria yehi ,,0,,,,-1,3,,VR,42655,,,,0,Setaria yehi      ,107,Setaria yehi      ,5,,"Schurr et al., 1983",,VR,42655,,,,
Shewanella putrefaciens ,,0,,0,1,0,1,,VR,42655,,,,0,Shewanella putrefaciens      ,11600,Shewanella putrefaciens      ,1425,found in food and rarely recovered from clinical specimines,Sharma and Kalawat 2010,Gideon,VR,42655,,,,
Shigella boydii ,,0,,?,?,3,1,,VR,42655,,,,0,Shigella boydii      ,22800,Shigella boydii      ,378,,"Kotloff et al., 1999",,VR,42655,,,,
Shigella flexneri ,,0,,,,3,1,,VR,42655,,,,0,Shigella flexneri      ,66900,Shigella flexneri      ,526,http://www.cdc.gov/shigella/general-information.html,Jennison and Verma 2004,,VR,42655,,,,
Shigella sonnei ,,0,,0,1,3,1,,VR,42655,,,,0,Shigella sonnei      ,33600,Shigella sonnei      ,1534,,"Black et al., 1987",,VR,42655,,,,
Simian adenovirus A     ,,0,,1,2,2,2,,VR,42655,2,3,"Adenovirus is in GIDEON, but not necessarily Simian adenovirus A.  General information is that the reservoirs for (all) Adenovirus are humans and non-primates and the vehicle is droplet and water.  From GIDEON: ""Pneumonia due to a simian strain of Adenovirus (Titi Adenovirus) was reported in 2010, in a human having monkey (Callicebus cupreus) contact.""  This is reported in Chen et al. 2011 and occured at a primate research center. I am not sure if TMAdV (titi monkey adenovirus) is the same as Simian Adenovirus A, since it was thought to be a new strain and species...  Ersching et al. 2010 reports neutralizing antibodies for two simian adenovirus strains (AdC6 and AdC68) in humans, but again, those are probably not Simian adnovirus A (since they have a ""C""...).  Roy et al. 2012: lots of different strains in SAdV-A (called SAdV-#).  However, monkey adenoviruses belonging to SAdV-A and SAdVB, as well as SAdV-18, bear a strong genetic resemblance to HAdV-F (human adenovirus).  Postulate that there may be or have been a cross-species transmission event and cites the two examples of known human infection with Simian adenovirus (but again, the nomenclature makes it hard.  Is SAdV-1 part of SAdV-A??).  I'm going to call this a 2 but with very low confidence because I'm not sure about SAdV-A in particular.",0,Simian adenovirus A     ,56600,Simian adenovirus A     ,598,,"Chen et al., 2011",,VR,42655,,Chen et al. 2011,Roy et al. 2012,
Simplexvirus Bovine herpesvirus 2    ,,3,,,,-1,1,,VR,42654,,,,0,Simplexvirus Bovine herpesvirus 2    ,18800,Simplexvirus Bovine herpesvirus 2    ,7,,Jones 2003,,VR,42654,,,,
Simplexvirus Cercopithecine herpesvirus 1    ,,3,,,,2,1,,VR,42654,,,,0,Simplexvirus Cercopithecine herpesvirus 1    ,965,Simplexvirus Cercopithecine herpesvirus 1    ,6,,Huff and Barry 2003,,VR,42654,,,,
Simplexvirus Herpes simplex virus 1   ,,0,,,,3,1,,VR,42654,,,,0,Simplexvirus Herpes simplex virus 1   ,11400,Simplexvirus Herpes simplex virus 1   ,32,,"Lafferty et al., 2000",Gideon,VR,42654,,,,
Simplexvirus Herpes simplex virus 2   ,,0,,,,3,1,,VR,42654,,,,0,Simplexvirus Herpes simplex virus 2   ,11200,Simplexvirus Herpes simplex virus 2   ,22,,"Fleming et al., 1997",Gideon,VR,42654,,,,
Simulium jenningsi ,,0,,,,-1,3,,VR,42654,,,,0,Simulium jenningsi      ,289,Simulium jenningsi      ,22,,Voshell 1991,,VR,42654,,,,
Simulium vittatum ,,0,,,,0,2,,VR,42654,,,,0,Simulium vittatum      ,2870,Simulium vittatum      ,189,Known to be a possible host for Vesicular Stomatis Virus,"Cupp et al., 1992",,VR,42654,,,,
Skrjabinagia arctica ,,0,,,,-1,3,,VR,42654,,,,0,Skrjabinagia arctica      ,46,Skrjabinagia arctica      ,0,Genus name changed to Ostertagia,Lichtenfels 1990,,VR,42654,,,,
Skrjabinema alata ,,0,,,,-1,3,,VR,42654,,,,0,Skrjabinema alata      ,149,Skrjabinema alata      ,0,,"Boomker et al., 1989",,VR,42654,,,,
Skrjabinema kolchida ,,0,,,,-1,3,,VR,42654,,,,0,Skrjabinema kolchida      ,17,Skrjabinema kolchida      ,0,Genus name changed to Ostertagia,McKenna 2009,,VR,42654,,,,
Skrjabinema ovis ,,0,,,,-1,2,,VR,42654,,,,0,Skrjabinema ovis      ,464,Skrjabinema ovis      ,14,,"Eslami et al., 1979",,VR,42654,,,,
Skrjabinema parva ,,0,,,,-1,3,,VR,42654,,,,0,Skrjabinema parva      ,43,Skrjabinema parva      ,0,,Olsen and Tolman 1950,,VR,42654,,,,
Skrjabinema rupicaprae ,,0,,,,-1,3,,VR,42654,,,,0,Skrjabinema rupicaprae      ,11,Skrjabinema rupicaprae      ,0,,Bohm and Gebauer 1930,NEED English Translated PDF,VR,42654,,,,
Skrjabingylus chitwoodorum ,,0,,,,-1,3,,VR,42654,,,,0,Skrjabingylus chitwoodorum      ,96,Skrjabingylus chitwoodorum      ,3,,Fuller and Kuehn 1984,,VR,42654,,,,
Skrjabingylus nasicola ,,0,,-1,3,-1,3,,VR,42654,,,,0,Skrjabingylus nasicola      ,247,Skrjabingylus nasicola      ,20,stoat parasite,"Heddergott et al., 2016",,VR,42654,,,,
Skrjabingylus petrovi ,,0,,,,-1,3,,VR,42654,,,,0,Skrjabingylus petrovi      ,15,Skrjabingylus petrovi      ,1,,Heddergott 2009,,VR,42654,,,,
Skrjabingylus santaceciliae ,,0,,,,-1,3,,VR,42654,,,,0,Skrjabingylus santaceciliae      ,5,Skrjabingylus santaceciliae      ,1,,"Carreno et al., 2005",,VR,42654,,,,
Skrjabinodentatus longiconus ,,0,,,,-1,3,,VR,42654,,,,0,Skrjabinodentatus longiconus      ,0,Skrjabinodentatus longiconus      ,0,,NEED,,VR,42654,,,,
Sobolevingylus petrowi ,,0,,,,-1,3,,VR,42654,,,,0,Sobolevingylus petrowi      ,21,Sobolevingylus petrowi      ,2,,"Segovia et al., 2007",,VR,42654,,,,
Sobolevingylus skrjabini ,,0,,,,-1,3,,VR,42654,,,,0,Sobolevingylus skrjabini      ,14,Sobolevingylus skrjabini      ,0,,Chabaud 1973,,VR,42654,,,,
Soboliphyme baturini ,,0,,,,-1,3,,VR,42653,,,,0,Soboliphyme baturini      ,132,Soboliphyme baturini      ,11,,"Koehler et al., 2007",,VR,42653,,,,
Solenopotes binipilosus ,,0,,,,-1,3,,VR,42653,,,,0,Solenopotes binipilosus      ,31,Solenopotes binipilosus      ,4,,"Gonzalez-Acuna et al., 2009",,VR,42653,,,,
Solenopotes burmeisteri ,,0,,,,-1,3,,VR,42653,,,,0,Solenopotes burmeisteri      ,47,Solenopotes burmeisteri      ,4,,Charleston 1980,,VR,42653,,,,
Southwellina hispida ,,0,,,,-1,3,,VR,42653,,,,0,Southwellina hispida      ,147,Southwellina hispida      ,15,NOTE: Species name is Southwellina,"Garcia-Varela et al., 2012",,VR,42653,,,,
Sparganum mansoni ,,0,,0,2,2,2,,VR,42653,,,,0,Sparganum mansoni      ,1030,Sparganum mansoni      ,41,water and undercooked meat ,"Iwatani et al., 2006",Gideon,VR,42653,,,,
Speleocola tamarina ,,0,,,,-1,3,,VR,42653,,,,0,Speleocola tamarina      ,2,Speleocola tamarina      ,0,,"Goff et al., 1987",,VR,42653,,,,
Sphaerirostris lanceoides ,,3,,,,-1,3,,VR,42653,,,,0,Sphaerirostris lanceoides      ,22,Sphaerirostris lanceoides      ,4,,"Sato et al., 2005",,VR,42653,,,,
Spiculocaulus austriacus ,,0,,,,-1,3,,VR,42653,,,,0,Spiculocaulus austriacus      ,21,Spiculocaulus austriacus      ,0,,"Kuchboev et al., 2012",,VR,42653,,,,
